,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,0.007040164544344257,0.5148706037722927,0.4964026793335317,0.6198796422306052,0.07097933099426645,0.057216061823811115,690.0011005146049,718.1482639600516,0.9324022592583854
