,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.004332783753539597,0.5281981537572225,-0.3333799204648662,0.7390200436973444,0.07066911531094011,0.05690125035258364,690.1386513052112,718.2858147506579,0.7390200436973444
