,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.012403722724791198,0.5180259614366003,-1.1566380237252845,0.24810205756850617,0.07347461771988184,0.05974831576017636,688.8930075627113,717.040171008158,0.9968103352764892
