,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.024105216538298842,0.5618373680054365,-0.22151125083551107,0.8248060198904101,0.10332182090885489,0.09003769973713416,2483.131168156826,2511.2783316022724,0.9747497193765053
