,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,0.028084774494643007,0.8972226078057941,0.8959791528129284,0.37079612436925025,0.05465858725981432,0.04065352929329302,1340.903760639809,1369.0509240852557,0.5932737989908003
