,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,0.04644854935205646,0.5072376311606566,0.4114926860888871,0.6809289737166406,0.10358796548343663,0.09030778719430232,2483.0088635848633,2511.15602703031,0.9411077180459438
