,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.06822192045258882,0.9646087624067938,-1.9640568974541812,0.05020702867804288,0.061721617525676176,0.0478211970445751,1337.813984119707,1365.9611475651536,0.11720486249209472
