,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,0.004115841786315943,0.9295484715925642,0.16364983940110214,0.8700884404601751,0.052847392331049514,0.03881550184706506,1341.692362907958,1369.8395263534048,0.9079183726540957
