,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.0550821856694407,0.696391393969511,-1.7452551740415019,0.08169887191865076,0.07306195832001128,0.05932954288771508,1431.6216289756708,1459.7687924211175,0.3921545852095236
