,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.027828480399068364,0.9404232593713577,-2.15061812594657,0.032097554821314954,0.06347995414755025,0.04960558309788432,1337.0411704777966,1365.1883339232434,0.29860913117170224
