,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.044265516470989454,-1.3493462830284368,-1.2388173818054242,0.21613062667962105,0.1000745734516243,0.08674234491016686,1743.7650776699634,1771.91224111541,0.6483918800388632
