,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.009471549972233716,-1.3300673261552565,-0.26984582696401815,0.7874163050339649,0.09682686713358657,0.08344652442445455,1745.249252168405,1773.3964156138518,0.9422972727293366
