,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.08647760334765056,0.5243120284296848,-0.711203258898354,0.47736768931280227,0.1043317974098148,0.0910626388529231,2482.666849019978,2510.8140124654246,0.6965685079755518
