,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,0.041825699052143145,-1.3890390233733743,1.11692661489144,0.264687879145879,0.09943848912138364,0.08609683710836713,1744.0561842028844,1772.2033476483311,0.9098888488213991
