,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.025914762083235156,0.660917022602957,-0.8070384872931701,0.42011799541935957,0.06759014065951918,0.05377666126188241,1434.0465601926298,1462.1937236380766,0.7126122042990793
