,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,0.08120560880673347,0.5976652835008666,0.9792130286775418,0.32805929009866686,0.10533135869886145,0.09207700845736311,2482.2068023027564,2510.353965748203,0.8952792793585254
