,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.30638280314267025,1.2073646552624084,-2.3141959992373873,0.02115660281262693,0.11491704805672731,0.10180470802793806,2477.768719798294,2505.9158832437406,0.2538792337515232
