,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.11588039122693422,0.7070371496985848,-1.2932532541051855,0.19666064712268908,0.10690136044039078,0.09367026948395207,2481.4831724537034,2509.63033589915,0.3709640243409444
