,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.011175313671909253,-1.3210472481821673,-0.20755645366574324,0.8356796330511849,0.09676055878006662,0.08337923372495648,1745.2794989039012,1773.426662349348,0.9187061362297009
