,coef,intercept,t_value,p_value,R_squared,Adj_R_squared,AIC,BIC,corrected_p_value
0,-0.2261993223063338,0.4139983419749993,-1.963316064315161,0.05029331897746995,0.11166793477455383,0.09850745973417685,2479.278390300782,2507.4255537462286,0.8952792793585254
